recency,frequency,monetary,cluster,customer_segment,dbscan_cluster
7,1326,27959.67,1,VIP Customers,0
7,132,2470.3,1,VIP Customers,0
18,3,43.2,0,Churned Customers,0
116,5,122.8,0,Churned Customers,0
222,16,335.75,0,Churned Customers,0
70,100,1621.36,2,At Risk Customers,0
50,18,407.92,2,At Risk Customers,0
88,176,2803.07,1,VIP Customers,0
7,109,1795.1,1,VIP Customers,0
242,20,310.26,2,At Risk Customers,0
46,86,1545.59,2,At Risk Customers,0
106,7,73.2,0,Churned Customers,0
44,92,2006.13,1,VIP Customers,0
64,23,442.58,2,At Risk Customers,0
206,31,477.79,2,At Risk Customers,0
10,122,1447.35,1,VIP Customers,0
114,36,605.0600000000001,2,At Risk Customers,0
241,7,123.85,0,Churned Customers,0
162,10,187.75,0,Churned Customers,0
16,253,4686.16,1,VIP Customers,0
123,28,462.66,2,At Risk Customers,0
22,16,251.97,3,Loyal Customers,0
67,12,213.2,0,Churned Customers,0
16,160,2436.21,1,VIP Customers,0
15,60,454.86,3,Loyal Customers,0
16,88,1524.91,1,VIP Customers,0
160,30,537.22,2,At Risk Customers,0
242,13,248.32,0,Churned Customers,0
218,6,134.7,0,Churned Customers,0
44,127,2081.06,1,VIP Customers,0
20,17,260.0,3,Loyal Customers,0
126,69,757.9300000000001,2,At Risk Customers,0
38,6,108.98,0,Churned Customers,0
120,59,936.58,2,At Risk Customers,0
259,16,271.87,0,Churned Customers,0
9,31,133.5,3,Loyal Customers,0
273,18,282.93,0,Churned Customers,0
156,45,963.31,2,At Risk Customers,0
214,6,90.6,0,Churned Customers,0
5,9,163.62,3,Loyal Customers,0
365,11,174.4,0,Churned Customers,0
79,31,521.83,2,At Risk Customers,0
42,40,225.12,3,Loyal Customers,0
18,55,912.18,3,Loyal Customers,0
31,114,1932.53,1,VIP Customers,0
21,37,151.5,3,Loyal Customers,0
108,49,944.7,2,At Risk Customers,0
7,505,7796.26,1,VIP Customers,0
319,8,155.0,0,Churned Customers,0
294,4,100.5,0,Churned Customers,0
357,4,76.55,0,Churned Customers,0
184,66,235.56,2,At Risk Customers,0
190,6,160.85000000000002,0,Churned Customers,0
43,46,348.1,2,At Risk Customers,0
51,56,202.68,2,At Risk Customers,0
25,126,615.49,1,VIP Customers,0
37,56,1008.54,2,At Risk Customers,0
8,14,202.11,3,Loyal Customers,0
296,7,142.4,0,Churned Customers,0
32,137,1601.44,1,VIP Customers,0
9,185,3150.44,1,VIP Customers,0
64,42,837.0600000000001,2,At Risk Customers,0
9,264,3176.78,1,VIP Customers,0
217,5,67.95,0,Churned Customers,0
1,347,3435.36,1,VIP Customers,0
64,73,487.99,2,At Risk Customers,0
2,66,1266.68,1,VIP Customers,0
148,22,363.98,2,At Risk Customers,0
3,164,2656.42,1,VIP Customers,0
216,7,64.35,0,Churned Customers,0
33,95,1165.22,1,VIP Customers,0
118,8,156.75,0,Churned Customers,0
106,60,979.48,2,At Risk Customers,0
10,81,1064.87,1,VIP Customers,0
70,45,874.57,2,At Risk Customers,0
91,188,1049.27,2,At Risk Customers,0
42,42,688.43,2,At Risk Customers,0
361,22,121.05,0,Churned Customers,0
91,95,1384.42,2,At Risk Customers,0
0,575,5669.52,1,VIP Customers,0
21,12,189.5,3,Loyal Customers,0
3,119,1619.67,1,VIP Customers,0
10,202,1051.79,1,VIP Customers,0
98,29,387.52,2,At Risk Customers,0
56,20,315.36,2,At Risk Customers,0
0,218,4023.34,1,VIP Customers,0
217,1,20.4,0,Churned Customers,0
23,211,3341.33,1,VIP Customers,0
49,16,318.34000000000003,3,Loyal Customers,0
6,135,1103.19,1,VIP Customers,0
302,15,346.16,0,Churned Customers,0
9,375,2093.9,1,VIP Customers,0
98,9,89.06,0,Churned Customers,0
365,5,63.0,0,Churned Customers,0
305,9,131.9,0,Churned Customers,0
319,4,81.3,0,Churned Customers,0
7,35,894.88,3,Loyal Customers,0
0,36,849.09,3,Loyal Customers,0
204,53,1052.62,2,At Risk Customers,0
53,93,1420.2,2,At Risk Customers,0
0,277,1010.35,1,VIP Customers,0
18,70,1163.23,1,VIP Customers,0
8,19,137.75,3,Loyal Customers,0
18,250,885.8,1,VIP Customers,0
180,40,483.25,2,At Risk Customers,0
59,105,643.9,2,At Risk Customers,0
10,60,259.05,3,Loyal Customers,0
189,22,119.93,0,Churned Customers,0
4,947,3017.28,1,VIP Customers,0
310,3,68.64,0,Churned Customers,0
154,22,632.2,2,At Risk Customers,0
109,16,434.34,2,At Risk Customers,0
147,177,1916.86,2,At Risk Customers,0
65,233,1980.57,1,VIP Customers,0
170,2,54.6,0,Churned Customers,0
246,118,477.14,2,At Risk Customers,0
28,56,1134.25,2,At Risk Customers,0
17,89,596.26,3,Loyal Customers,0
11,42,411.19,3,Loyal Customers,0
103,264,1802.77,1,VIP Customers,0
73,6,149.34000000000003,0,Churned Customers,0
45,29,547.66,2,At Risk Customers,0
71,41,806.45,2,At Risk Customers,0
256,17,193.0,0,Churned Customers,0
50,2,83.2,0,Churned Customers,0
253,18,316.25,2,At Risk Customers,0
10,12,229.13,3,Loyal Customers,0
164,29,589.31,2,At Risk Customers,0
17,131,1197.81,1,VIP Customers,0
281,9,137.1,0,Churned Customers,0
49,14,321.92,3,Loyal Customers,0
38,46,162.8,3,Loyal Customers,0
26,139,1114.48,1,VIP Customers,0
67,44,781.08,2,At Risk Customers,0
206,30,463.38,2,At Risk Customers,0
174,15,246.43,0,Churned Customers,0
6,115,2125.02,1,VIP Customers,0
25,7,139.56,0,Churned Customers,0
50,6,123.8,0,Churned Customers,0
311,17,314.77,0,Churned Customers,0
308,29,475.37,2,At Risk Customers,0
42,188,1538.45,1,VIP Customers,0
25,190,808.44,1,VIP Customers,0
87,3,63.45,0,Churned Customers,0
183,10,251.21,0,Churned Customers,0
19,606,2250.73,1,VIP Customers,0
2,149,2579.16,1,VIP Customers,0
46,107,673.26,2,At Risk Customers,0
16,776,5396.71,1,VIP Customers,0
16,294,1915.65,1,VIP Customers,0
39,92,1035.03,2,At Risk Customers,0
21,55,268.05,3,Loyal Customers,0
10,67,1264.89,1,VIP Customers,0
187,23,275.28,2,At Risk Customers,0
206,8,60.0,0,Churned Customers,0
60,65,770.6,2,At Risk Customers,0
17,88,1513.51,1,VIP Customers,0
32,18,330.45,3,Loyal Customers,0
63,16,174.37,0,Churned Customers,0
1,2,43.2,3,Loyal Customers,0
91,8,165.86,0,Churned Customers,0
107,11,194.29,0,Churned Customers,0
31,194,1597.43,1,VIP Customers,0
19,269,2857.6,1,VIP Customers,0
2,967,8247.83,1,VIP Customers,0
36,17,319.22,3,Loyal Customers,0
59,213,578.61,2,At Risk Customers,0
25,208,2535.77,1,VIP Customers,0
235,63,885.15,2,At Risk Customers,0
24,49,1036.08,3,Loyal Customers,0
2,502,3867.98,1,VIP Customers,0
59,326,2748.19,1,VIP Customers,0
259,17,119.95,0,Churned Customers,0
57,7,210.96,0,Churned Customers,0
64,18,335.15,2,At Risk Customers,0
15,32,537.48,3,Loyal Customers,0
9,71,952.66,3,Loyal Customers,0
58,99,1092.75,2,At Risk Customers,0
185,5,103.25,0,Churned Customers,0
28,46,846.99,3,Loyal Customers,0
23,101,1373.67,1,VIP Customers,0
4,397,2573.93,1,VIP Customers,0
3,351,3739.75,1,VIP Customers,0
310,56,289.24,2,At Risk Customers,0
10,41,402.29,3,Loyal Customers,0
17,10,186.23,3,Loyal Customers,0
151,57,164.22,2,At Risk Customers,0
18,112,694.27,1,VIP Customers,0
9,198,1991.37,1,VIP Customers,0
56,18,251.7,0,Churned Customers,0
84,7,132.04,0,Churned Customers,0
6,62,1236.57,1,VIP Customers,0
75,69,1080.76,2,At Risk Customers,0
3,406,4137.87,1,VIP Customers,0
95,113,2336.42,2,At Risk Customers,0
56,16,422.4,2,At Risk Customers,0
0,10,50.75,3,Loyal Customers,-1
280,28,140.71,0,Churned Customers,0
2,257,2453.24,1,VIP Customers,0
179,226,1594.97,2,At Risk Customers,0
371,1,35.400000000000006,0,Churned Customers,0
12,123,859.71,1,VIP Customers,0
2,24,168.63,3,Loyal Customers,0
16,17,138.6,3,Loyal Customers,0
40,6,114.11,0,Churned Customers,0
5,302,986.96,1,VIP Customers,0
168,97,969.26,2,At Risk Customers,0
49,29,157.05,3,Loyal Customers,0
276,19,237.36,0,Churned Customers,0
18,371,1580.29,1,VIP Customers,0
371,3,39.75,0,Churned Customers,0
14,174,1211.71,1,VIP Customers,0
34,158,557.94,2,At Risk Customers,0
21,150,542.15,1,VIP Customers,0
6,52,363.33,3,Loyal Customers,0
19,100,1636.6,1,VIP Customers,0
10,39,325.2,3,Loyal Customers,0
43,50,221.97,2,At Risk Customers,0
305,25,393.33,2,At Risk Customers,0
10,6,123.96,3,Loyal Customers,0
0,2668,11261.34,1,VIP Customers,0
18,3,45.3,0,Churned Customers,0
3,5,89.4,3,Loyal Customers,0
284,1,10.08,0,Churned Customers,0
8,11,264.6,3,Loyal Customers,0
245,20,394.44,2,At Risk Customers,0
205,26,412.78,2,At Risk Customers,0
0,90,1677.96,1,VIP Customers,0
184,21,320.58000000000004,2,At Risk Customers,0
31,132,826.7,1,VIP Customers,0
56,13,225.85,0,Churned Customers,0
195,53,899.63,2,At Risk Customers,0
23,117,2322.67,1,VIP Customers,0
90,20,424.26,2,At Risk Customers,0
3,150,955.26,1,VIP Customers,0
50,36,608.28,2,At Risk Customers,0
262,8,114.56,0,Churned Customers,0
265,20,344.90000000000003,2,At Risk Customers,0
35,27,566.89,3,Loyal Customers,0
50,13,291.3,0,Churned Customers,0
51,170,2879.49,1,VIP Customers,0
23,99,1808.73,1,VIP Customers,0
21,7,110.46,0,Churned Customers,0
58,1,19.8,0,Churned Customers,0
169,27,450.36,2,At Risk Customers,0
67,22,446.3200000000001,2,At Risk Customers,0
156,29,495.09,2,At Risk Customers,0
1,417,6873.82,1,VIP Customers,0
200,27,137.04,0,Churned Customers,0
4,182,1137.39,1,VIP Customers,0
66,101,653.75,2,At Risk Customers,0
76,29,114.18,0,Churned Customers,0
0,232,1765.75,1,VIP Customers,0
7,36,876.28,3,Loyal Customers,0
168,80,291.05,2,At Risk Customers,0
17,126,848.22,1,VIP Customers,0
4,29,247.15,3,Loyal Customers,0
8,253,2529.93,1,VIP Customers,0
86,28,159.38,0,Churned Customers,0
26,3,41.05,0,Churned Customers,0
28,156,696.37,1,VIP Customers,0
19,98,636.24,3,Loyal Customers,0
60,87,1655.35,2,At Risk Customers,0
23,14,195.25,3,Loyal Customers,0
10,537,7174.38,1,VIP Customers,0
241,166,1259.24,2,At Risk Customers,0
279,123,392.86,2,At Risk Customers,0
234,60,721.0,2,At Risk Customers,0
2,69,1315.2,1,VIP Customers,0
15,96,535.52,3,Loyal Customers,0
30,15,365.4,3,Loyal Customers,0
24,96,2124.57,1,VIP Customers,0
211,4,53.95,0,Churned Customers,0
187,2,52.0,0,Churned Customers,0
25,389,1140.31,1,VIP Customers,0
106,11,257.82,0,Churned Customers,0
7,295,3354.28,1,VIP Customers,0
208,13,112.8,0,Churned Customers,0
43,48,355.05,2,At Risk Customers,0
30,56,1031.59,2,At Risk Customers,0
136,68,591.55,2,At Risk Customers,0
264,7,45.4,0,Churned Customers,0
3,128,1976.95,1,VIP Customers,0
217,22,188.61,0,Churned Customers,0
1,200,1217.27,1,VIP Customers,0
213,8,109.13,0,Churned Customers,0
31,98,1512.3,1,VIP Customers,0
10,322,1964.5,1,VIP Customers,0
0,339,3097.34,1,VIP Customers,0
14,22,318.17,3,Loyal Customers,0
10,393,1493.96,1,VIP Customers,0
2,21,409.19,3,Loyal Customers,0
14,194,4796.24,1,VIP Customers,0
13,136,599.48,1,VIP Customers,0
9,337,1977.62,1,VIP Customers,0
74,16,183.87,0,Churned Customers,0
8,335,2410.8,1,VIP Customers,0
23,9,79.55,0,Churned Customers,0
24,69,744.28,3,Loyal Customers,0
42,50,257.11,2,At Risk Customers,0
1,235,1581.84,1,VIP Customers,0
5,36,603.81,3,Loyal Customers,0
146,28,180.42,0,Churned Customers,0
9,259,1122.36,1,VIP Customers,0
24,45,535.08,3,Loyal Customers,0
273,7,116.03,0,Churned Customers,0
373,71,313.49,2,At Risk Customers,0
0,462,1897.57,1,VIP Customers,0
46,45,380.02,2,At Risk Customers,0
7,144,2453.79,1,VIP Customers,0
15,112,2546.69,1,VIP Customers,0
3,145,3265.25,1,VIP Customers,0
3,5,123.3,3,Loyal Customers,0
42,51,1103.25,2,At Risk Customers,0
3,22,486.48,3,Loyal Customers,0
196,88,1380.41,2,At Risk Customers,0
11,52,970.74,3,Loyal Customers,0
15,18,237.48,3,Loyal Customers,0
112,68,1149.46,2,At Risk Customers,0
248,18,328.2,2,At Risk Customers,0
28,89,1415.75,1,VIP Customers,0
43,2,69.6,0,Churned Customers,0
86,30,563.15,2,At Risk Customers,0
44,41,638.05,2,At Risk Customers,0
9,223,4395.4400000000005,1,VIP Customers,0
14,38,738.96,3,Loyal Customers,0
74,19,420.5,2,At Risk Customers,0
144,69,1374.46,2,At Risk Customers,0
4,102,1625.97,1,VIP Customers,0
296,5,89.2,0,Churned Customers,0
58,9,158.10000000000002,0,Churned Customers,0
263,21,300.52,2,At Risk Customers,0
46,3,79.8,0,Churned Customers,0
28,39,254.11,3,Loyal Customers,0
7,127,2097.09,1,VIP Customers,0
126,3,80.10000000000001,0,Churned Customers,0
2,1053,9853.82,1,VIP Customers,0
231,52,876.42,2,At Risk Customers,0
111,9,139.26,0,Churned Customers,0
57,57,864.3,2,At Risk Customers,0
50,109,2007.9,1,VIP Customers,0
126,31,525.06,2,At Risk Customers,0
280,41,386.15,2,At Risk Customers,0
54,27,447.68,2,At Risk Customers,0
319,5,110.1,0,Churned Customers,0
25,15,289.99,3,Loyal Customers,0
9,3,77.4,0,Churned Customers,0
6,27,483.99,3,Loyal Customers,0
28,5,138.24,0,Churned Customers,0
16,45,660.0600000000001,3,Loyal Customers,0
63,2,6.2,0,Churned Customers,0
20,14,228.99,3,Loyal Customers,0
2,78,1214.11,1,VIP Customers,0
165,6,131.45000000000002,0,Churned Customers,0
0,1121,7265.57,1,VIP Customers,0
52,12,173.74,0,Churned Customers,0
50,13,157.7,0,Churned Customers,0
47,378,3990.29,1,VIP Customers,0
60,57,189.34,2,At Risk Customers,0
161,39,252.15,2,At Risk Customers,0
8,8,143.72,3,Loyal Customers,0
14,45,475.6,3,Loyal Customers,0
74,11,193.39,0,Churned Customers,0
39,221,1929.42,1,VIP Customers,0
40,254,2085.33,1,VIP Customers,0
369,29,152.88,0,Churned Customers,0
36,53,778.5,2,At Risk Customers,0
196,2,21.85,0,Churned Customers,0
199,61,1010.34,2,At Risk Customers,0
73,46,507.8,2,At Risk Customers,0
63,11,176.07,0,Churned Customers,0
20,29,507.29,3,Loyal Customers,0
366,2,48.8,0,Churned Customers,0
179,70,321.43,2,At Risk Customers,0
9,20,479.06,3,Loyal Customers,0
3,117,2034.01,1,VIP Customers,0
196,2,46.08,0,Churned Customers,0
28,42,697.55,3,Loyal Customers,0
52,39,188.88,2,At Risk Customers,0
17,60,1251.96,1,VIP Customers,0
9,6,102.45,3,Loyal Customers,0
89,108,1649.5,2,At Risk Customers,0
267,4,62.85,0,Churned Customers,0
52,132,2994.23,1,VIP Customers,0
43,142,2420.01,1,VIP Customers,0
63,121,2044.49,1,VIP Customers,0
148,12,256.3,0,Churned Customers,0
21,368,6640.85,1,VIP Customers,0
311,21,325.75,2,At Risk Customers,0
22,27,448.35,3,Loyal Customers,0
57,143,2836.69,1,VIP Customers,0
23,7,125.4,0,Churned Customers,0
77,117,1956.13,2,At Risk Customers,0
118,14,315.65,0,Churned Customers,0
35,62,1025.21,2,At Risk Customers,0
59,60,1173.12,2,At Risk Customers,0
12,56,1243.54,1,VIP Customers,0
18,11,170.32,3,Loyal Customers,0
51,6,125.79,0,Churned Customers,0
25,48,841.1999999999999,3,Loyal Customers,0
28,10,202.08,3,Loyal Customers,0
6,4,52.2,0,Churned Customers,0
10,30,331.1,3,Loyal Customers,0
185,36,710.28,2,At Risk Customers,0
2,135,2517.09,1,VIP Customers,0
8,70,721.45,3,Loyal Customers,0
261,11,196.75,0,Churned Customers,0
2,93,501.28,3,Loyal Customers,0
209,28,519.68,2,At Risk Customers,0
107,40,717.72,2,At Risk Customers,0
12,117,1102.89,1,VIP Customers,0
76,46,690.59,2,At Risk Customers,0
19,17,255.4,3,Loyal Customers,0
26,4,107.4,0,Churned Customers,0
18,53,761.59,3,Loyal Customers,0
131,4,95.52,0,Churned Customers,0
252,18,364.8,2,At Risk Customers,0
206,20,369.2,2,At Risk Customers,0
335,10,135.9,0,Churned Customers,0
253,7,125.65,0,Churned Customers,0
147,33,554.38,2,At Risk Customers,0
9,73,1237.85,1,VIP Customers,0
84,19,392.6,2,At Risk Customers,0
7,463,8912.16,1,VIP Customers,0
204,43,468.77,2,At Risk Customers,0
7,51,1136.48,3,Loyal Customers,0
22,106,1034.32,1,VIP Customers,0
10,90,1085.61,1,VIP Customers,0
25,20,332.66,3,Loyal Customers,0
20,349,2750.33,1,VIP Customers,0
1,66,797.62,3,Loyal Customers,0
157,13,300.55,0,Churned Customers,0
2,158,3040.33,1,VIP Customers,0
73,7,153.2,0,Churned Customers,0
2,30,434.35,3,Loyal Customers,0
0,5089,89434.51,1,VIP Customers,-1
16,21,490.69,3,Loyal Customers,0
35,84,1063.63,2,At Risk Customers,0
90,11,224.08,0,Churned Customers,0
70,75,1171.78,2,At Risk Customers,0
115,31,714.6500000000001,2,At Risk Customers,0
212,57,977.77,2,At Risk Customers,0
29,77,1266.57,1,VIP Customers,0
50,43,702.3,2,At Risk Customers,0
245,8,137.65,0,Churned Customers,0
31,10,172.88,0,Churned Customers,0
108,124,2210.26,2,At Risk Customers,0
4,36,720.6800000000001,3,Loyal Customers,0
365,16,313.53,0,Churned Customers,0
81,80,1481.74,2,At Risk Customers,0
33,345,6656.1,1,VIP Customers,0
56,22,641.52,2,At Risk Customers,0
29,132,2961.03,1,VIP Customers,0
13,3,100.9,0,Churned Customers,0
71,13,240.9,0,Churned Customers,0
22,62,1042.27,3,Loyal Customers,0
18,18,321.4,3,Loyal Customers,0
78,20,311.69,2,At Risk Customers,0
59,74,1579.09,2,At Risk Customers,0
24,54,285.67,3,Loyal Customers,0
11,77,294.85,3,Loyal Customers,0
252,12,58.49,0,Churned Customers,0
146,41,483.73,2,At Risk Customers,0
63,58,641.34,2,At Risk Customers,0
7,26,153.77,3,Loyal Customers,0
10,291,5610.11,1,VIP Customers,0
270,4,56.5,0,Churned Customers,0
9,187,1150.69,1,VIP Customers,0
246,12,104.45,0,Churned Customers,0
95,79,471.59,2,At Risk Customers,0
14,36,183.02,3,Loyal Customers,0
49,2,30.0,0,Churned Customers,0
29,37,147.59,3,Loyal Customers,0
67,14,228.86,0,Churned Customers,0
34,155,1097.98,1,VIP Customers,0
127,18,114.77,0,Churned Customers,0
106,29,564.45,2,At Risk Customers,0
36,17,89.94,0,Churned Customers,0
56,8,131.89,0,Churned Customers,0
56,70,689.86,2,At Risk Customers,0
71,213,1873.67,1,VIP Customers,0
245,8,102.12,0,Churned Customers,0
18,39,202.37,3,Loyal Customers,0
197,83,292.01,2,At Risk Customers,0
211,39,289.54,2,At Risk Customers,0
38,60,231.98,3,Loyal Customers,0
45,23,408.68,2,At Risk Customers,0
169,73,371.07,2,At Risk Customers,0
47,77,490.52,2,At Risk Customers,0
115,111,1405.11,2,At Risk Customers,0
146,153,1108.27,2,At Risk Customers,0
15,1112,6295.37,1,VIP Customers,0
50,132,480.38,2,At Risk Customers,0
158,12,156.91,0,Churned Customers,0
11,179,1214.43,1,VIP Customers,0
35,20,308.94,3,Loyal Customers,0
53,122,405.04,2,At Risk Customers,0
42,32,175.17000000000002,3,Loyal Customers,0
172,20,170.04,0,Churned Customers,0
33,20,125.58,3,Loyal Customers,0
38,30,445.21,3,Loyal Customers,0
266,66,252.81,2,At Risk Customers,0
8,444,1871.77,1,VIP Customers,0
11,121,852.39,1,VIP Customers,0
2,545,5855.33,1,VIP Customers,0
9,149,1501.78,1,VIP Customers,0
32,67,361.96,3,Loyal Customers,0
79,60,392.5,2,At Risk Customers,0
30,28,534.55,3,Loyal Customers,0
7,44,409.73,3,Loyal Customers,0
267,2,51.0,0,Churned Customers,0
3,109,581.19,3,Loyal Customers,0
255,28,339.1,2,At Risk Customers,0
4,498,2409.16,1,VIP Customers,0
15,381,3489.46,1,VIP Customers,0
89,27,252.73,2,At Risk Customers,0
71,119,429.56,2,At Risk Customers,0
58,124,636.24,2,At Risk Customers,0
9,1419,14320.89,1,VIP Customers,0
169,66,179.93,2,At Risk Customers,0
198,4,59.43,0,Churned Customers,0
18,432,6982.38,1,VIP Customers,0
151,5,79.96000000000001,0,Churned Customers,0
8,169,2347.09,1,VIP Customers,0
269,22,343.62,2,At Risk Customers,0
64,94,381.0,2,At Risk Customers,0
273,2,40.05,0,Churned Customers,0
24,64,989.37,3,Loyal Customers,0
22,139,1203.96,1,VIP Customers,0
318,27,127.83,0,Churned Customers,0
4,68,643.95,3,Loyal Customers,0
11,114,302.1,3,Loyal Customers,0
274,8,242.4,0,Churned Customers,0
24,264,2010.14,1,VIP Customers,0
40,237,1337.72,1,VIP Customers,0
7,115,294.25,3,Loyal Customers,0
3,138,3097.05,1,VIP Customers,0
70,57,987.86,2,At Risk Customers,0
212,4,115.6,0,Churned Customers,0
37,150,2693.63,1,VIP Customers,0
52,39,730.19,2,At Risk Customers,0
77,76,1347.3,2,At Risk Customers,0
45,104,553.36,2,At Risk Customers,0
178,70,1109.53,2,At Risk Customers,0
93,20,374.47,2,At Risk Customers,0
9,50,814.45,3,Loyal Customers,0
104,41,735.67,2,At Risk Customers,0
77,22,443.07,2,At Risk Customers,0
172,48,830.45,2,At Risk Customers,0
6,436,9535.39,1,VIP Customers,0
212,43,610.5600000000001,2,At Risk Customers,0
21,33,504.8,3,Loyal Customers,0
256,5,88.2,0,Churned Customers,0
281,14,246.46,0,Churned Customers,0
20,55,1027.37,3,Loyal Customers,0
9,141,2169.49,1,VIP Customers,0
307,23,381.32,2,At Risk Customers,0
67,30,480.71,2,At Risk Customers,0
214,26,457.81,2,At Risk Customers,0
17,71,1176.68,1,VIP Customers,0
103,41,1052.34,2,At Risk Customers,0
42,10,172.59,0,Churned Customers,0
3,25,248.08,3,Loyal Customers,0
83,21,287.05,2,At Risk Customers,0
8,6,150.73000000000002,3,Loyal Customers,0
30,34,618.36,3,Loyal Customers,0
196,67,993.54,2,At Risk Customers,0
17,93,1576.31,1,VIP Customers,0
17,100,1422.52,1,VIP Customers,0
310,15,268.5,0,Churned Customers,0
141,56,1093.25,2,At Risk Customers,0
245,28,484.95,2,At Risk Customers,0
23,29,571.95,3,Loyal Customers,0
28,84,1567.48,1,VIP Customers,0
9,65,1222.83,1,VIP Customers,0
29,196,2709.56,1,VIP Customers,0
17,21,340.11,3,Loyal Customers,0
17,37,723.5600000000001,3,Loyal Customers,0
14,77,1199.78,1,VIP Customers,0
245,14,266.4,0,Churned Customers,0
133,21,358.82,2,At Risk Customers,0
49,28,457.72,2,At Risk Customers,0
113,79,1458.28,2,At Risk Customers,0
6,100,1811.59,1,VIP Customers,0
22,15,184.19,3,Loyal Customers,0
112,31,793.0799999999999,2,At Risk Customers,0
65,14,299.73,0,Churned Customers,0
59,101,1421.2,2,At Risk Customers,0
49,65,1321.18,2,At Risk Customers,0
169,22,330.11,2,At Risk Customers,0
17,50,806.8100000000001,3,Loyal Customers,0
127,21,403.1,2,At Risk Customers,0
14,69,1192.69,1,VIP Customers,0
238,9,139.05,0,Churned Customers,0
2,66,1189.5,1,VIP Customers,0
239,13,178.96,0,Churned Customers,0
51,68,1584.61,2,At Risk Customers,0
45,24,395.24,2,At Risk Customers,0
225,14,259.45,0,Churned Customers,0
7,179,4178.88,1,VIP Customers,0
3,64,1040.43,1,VIP Customers,0
164,90,1245.56,2,At Risk Customers,0
239,26,484.9,2,At Risk Customers,0
10,20,301.29,3,Loyal Customers,0
133,20,348.90000000000003,2,At Risk Customers,0
16,341,5291.33,1,VIP Customers,0
9,270,4700.84,1,VIP Customers,0
30,22,329.25,3,Loyal Customers,0
74,71,254.28,2,At Risk Customers,0
0,52,821.44,3,Loyal Customers,0
3,121,1695.07,1,VIP Customers,0
44,4,93.96,0,Churned Customers,0
1,601,11002.5,1,VIP Customers,0
356,3,51.96,0,Churned Customers,0
17,28,235.17,3,Loyal Customers,0
68,101,824.58,2,At Risk Customers,0
372,27,487.75,2,At Risk Customers,0
320,39,158.8,2,At Risk Customers,0
25,4,58.86,0,Churned Customers,0
8,110,1624.05,1,VIP Customers,0
322,11,135.75,0,Churned Customers,0
71,23,224.14,2,At Risk Customers,0
259,3,40.5,0,Churned Customers,0
17,84,1550.31,1,VIP Customers,0
366,6,87.5,0,Churned Customers,0
65,12,226.08,0,Churned Customers,0
153,29,622.85,2,At Risk Customers,0
28,62,402.2,3,Loyal Customers,0
69,20,230.72,0,Churned Customers,0
13,19,411.41,3,Loyal Customers,0
1,63,1322.42,1,VIP Customers,0
3,92,1877.81,1,VIP Customers,0
119,47,816.3199999999999,2,At Risk Customers,0
60,17,357.72,2,At Risk Customers,0
2,280,5268.52,1,VIP Customers,0
10,29,476.61,3,Loyal Customers,0
91,10,193.64,0,Churned Customers,0
235,3,81.75,0,Churned Customers,0
86,68,1116.54,2,At Risk Customers,0
25,142,1827.8,1,VIP Customers,0
356,6,142.38,0,Churned Customers,0
84,36,565.64,2,At Risk Customers,0
145,3,53.10000000000001,0,Churned Customers,0
0,39,703.62,3,Loyal Customers,0
224,19,281.23,0,Churned Customers,0
59,52,894.4100000000001,2,At Risk Customers,0
240,5,101.8,0,Churned Customers,0
318,24,328.35,2,At Risk Customers,0
1,110,1661.44,1,VIP Customers,0
46,33,624.84,2,At Risk Customers,0
87,1,33.0,0,Churned Customers,0
10,129,2469.14,1,VIP Customers,0
175,7,136.75,0,Churned Customers,0
51,115,1687.16,1,VIP Customers,0
225,15,278.75,0,Churned Customers,0
357,11,160.48000000000002,0,Churned Customers,0
233,23,409.4,2,At Risk Customers,0
310,8,154.41,0,Churned Customers,0
36,58,1219.4,2,At Risk Customers,0
65,109,2366.53,1,VIP Customers,0
240,21,310.8,2,At Risk Customers,0
112,30,562.06,2,At Risk Customers,0
276,14,197.0,0,Churned Customers,0
217,143,2247.51,2,At Risk Customers,0
298,14,231.05,0,Churned Customers,0
1,99,1412.32,1,VIP Customers,0
28,47,728.39,3,Loyal Customers,0
9,49,780.59,3,Loyal Customers,0
44,69,1258.27,2,At Risk Customers,0
66,105,1480.52,2,At Risk Customers,0
73,22,316.68,2,At Risk Customers,0
64,33,560.77,2,At Risk Customers,0
133,81,1587.94,2,At Risk Customers,0
237,33,514.15,2,At Risk Customers,0
121,2,45.2,0,Churned Customers,0
31,340,6138.56,1,VIP Customers,0
90,5,182.88,0,Churned Customers,0
35,44,740.78,2,At Risk Customers,0
15,53,918.2,3,Loyal Customers,0
126,18,300.36,2,At Risk Customers,0
66,43,665.45,2,At Risk Customers,0
148,6,98.45,0,Churned Customers,0
282,6,152.14999999999998,0,Churned Customers,0
168,34,623.16,2,At Risk Customers,0
99,72,1532.62,2,At Risk Customers,0
134,19,254.82,0,Churned Customers,0
323,10,178.95000000000002,0,Churned Customers,0
106,12,156.51,0,Churned Customers,0
63,23,393.74,2,At Risk Customers,0
150,81,1442.37,2,At Risk Customers,0
337,6,119.3,0,Churned Customers,0
15,26,680.45,3,Loyal Customers,0
6,263,2449.99,1,VIP Customers,0
56,63,721.94,2,At Risk Customers,0
3,47,716.57,3,Loyal Customers,0
37,41,615.14,2,At Risk Customers,0
65,49,128.63,2,At Risk Customers,0
46,11,210.9,0,Churned Customers,0
